Job Working,ReadyStatus,Job Wait,OFF or unknown,AlarmStatus,Job Workingwaitoperator,Wait for reset,Manual job Working,Bevel Inclined Poly,Bevel Straight Poly,Bevel Straight CR 1,Bevel Straight CR 2,Groove Poly,Bevel Inclined HI,Bevel Straight HI,Groove OR,Cycle Time,Job Correctly Completed,Lens Rejected (Lens 2),Lens Rejected (Lens 1),Cannot Load Lens from Pallet,Server didnt send job,Barcode Not readable,Lens not traceable,Timestamp Identifier not received
136776,1728,71562,29385,10078,9247,517,48,484,229,218,110,76,59,40,10,81,1217,56,30,11,15,23,8,0
137648,4372,73841,29979,11554,8325,923,726,556,264,199,99,69,67,39,11,112,1192,58,33,40,19,6,9,1
137835,2474,68264,28168,8443,10078,609,963,511,254,205,90,76,70,31,9,83,954,46,47,34,18,30,11,0
138136,5802,74178,28659,6888,9140,464,1118,488,266,198,96,70,53,41,9,83,1048,47,20,9,20,2,9,1
138317,3067,69937,28199,9273,9983,1626,117,551,261,206,103,68,51,31,13,82,706,46,20,12,19,14,13,1
136895,6229,68055,29408,7022,9579,761,609,495,249,225,92,68,64,37,11,130,690,51,35,26,10,1,10,0
138734,1806,68924,29335,6927,8640,880,1097,481,238,200,111,74,57,33,10,75,806,46,28,22,17,33,9,1
135791,1952,68032,28581,8564,8745,1661,36,535,274,182,93,75,69,40,11,80,700,56,21,33,10,42,7,1
136533,1834,71773,29335,8879,9089,641,1353,540,249,210,111,68,69,40,12,92,984,43,27,29,11,35,9,1
136309,7990,71651,28565,11842,8805,1339,1449,448,275,202,95,74,51,40,11,84,1217,48,20,26,21,6,7,1
137339,8027,66993,28394,10722,8730,795,186,548,250,222,90,74,71,33,10,142,1262,52,25,11,18,8,8,0
137920,5410,65984,29794,9241,8290,609,1407,449,233,214,99,74,58,39,12,120,1268,42,19,27,8,31,8,1
135913,6090,68219,28350,6456,9788,548,458,447,242,215,110,73,70,35,12,75,976,55,34,30,9,40,9,0
136135,4804,72466,28027,10346,8954,1373,990,514,236,185,100,71,67,37,10,66,815,62,18,13,13,41,16,0
137151,3542,69056,29902,8147,8504,1234,777,491,265,195,96,71,57,36,13,121,725,47,32,28,22,40,7,0
135441,3804,70754,29898,11639,8619,657,869,471,252,219,102,73,53,31,9,126,1288,57,27,32,18,30,9,1
137243,5074,68583,28631,8683,9769,572,1332,557,260,195,96,75,66,34,13,125,1118,67,34,32,19,23,9,1
135201,3286,69991,29156,10072,9507,1589,1449,467,246,208,97,75,55,38,12,60,698,58,20,33,14,1,7,0
137472,1081,72128,28379,10085,8920,639,1415,452,251,192,93,70,59,37,10,129,1308,67,41,34,23,10,10,1
138048,6510,72650,29625,11964,8534,803,1354,555,264,183,101,73,53,35,13,109,909,48,29,36,8,1,13,0
136968,7148,66456,28527,9728,10210,1640,851,445,239,190,98,71,62,35,13,129,1116,57,45,29,9,7,14,0
137149,4784,68361,29310,11128,8718,903,407,539,262,216,91,76,68,39,9,100,881,42,34,25,22,2,9,0
137836,1387,72457,29307,11617,8524,1339,1018,537,274,187,99,74,62,39,13,54,970,56,19,31,23,19,10,1
137363,5923,71219,28902,10887,9651,1682,1330,477,254,223,93,75,58,36,11,138,982,72,25,22,13,8,16,1
136117,7045,71193,29765,7713,8457,623,70,553,267,197,110,68,52,39,10,86,1181,45,21,13,8,10,15,1
138374,5208,69745,29672,7516,9694,1533,1467,459,269,200,92,71,72,42,13,106,1183,47,36,14,21,27,13,1
137441,5904,75821,28806,8445,9132,897,148,442,226,226,93,73,56,37,9,104,708,60,32,36,14,25,14,1
138437,1392,71736,28226,11497,9110,854,1460,533,255,208,96,73,65,41,12,64,893,47,42,9,21,23,12,0
138118,1965,66592,29450,8145,8296,676,1285,457,231,192,97,69,52,36,11,107,999,71,47,21,21,36,16,0
135289,2264,75376,28026,12172,9240,700,1380,524,257,198,103,74,71,32,11,121,877,44,29,29,16,42,9,0
136909,7175,75052,29355,8156,9133,940,908,541,242,225,89,70,61,33,9,98,1250,54,33,22,23,12,14,1
137369,4141,74475,29140,7337,8961,681,1328,547,233,217,107,73,51,41,12,85,918,66,47,20,20,19,11,1
135342,4635,73202,28088,9893,8448,325,1566,555,236,192,100,70,63,39,13,138,1019,58,20,8,20,30,9,1
138241,7495,67367,28618,10771,9758,966,776,486,246,188,101,73,61,31,11,80,1000,57,32,23,12,17,9,0
135305,2069,75355,29756,10872,8674,433,154,556,242,220,92,75,65,37,10,63,1234,71,40,20,9,25,9,0
136086,3210,67279,29758,10897,9127,540,1139,489,262,221,104,72,62,31,11,107,1207,51,31,19,23,36,11,1
135627,6594,67036,28121,7238,9919,924,948,503,233,199,100,68,68,40,11,89,928,45,35,20,17,1,13,0
136528,7747,75944,29917,9326,9885,566,720,456,243,216,103,70,62,37,11,75,1109,54,42,25,21,26,9,1
137095,6298,67218,28865,8600,9030,1124,1074,527,252,186,89,68,67,38,11,127,1176,59,30,15,19,18,12,0
137194,3472,66000,28032,9558,10047,1634,1095,537,243,208,102,75,70,33,12,91,1178,51,46,18,18,17,16,0
135516,7773,69346,28602,10685,8686,918,935,451,263,224,103,74,72,32,9,139,913,61,41,13,22,2,13,0
137186,2415,67373,28695,7580,8583,984,760,444,252,181,96,71,69,35,11,129,1000,46,28,11,10,40,11,1
135834,4904,69961,28887,10108,8457,1572,825,494,268,199,90,71,56,33,13,139,824,45,40,35,16,25,12,0
137125,6786,65694,29793,7764,8484,436,142,517,258,183,104,68,54,40,9,109,723,69,42,30,23,24,15,0
137256,4468,75448,29421,6947,8353,893,1190,447,248,216,105,71,66,37,11,130,1196,49,44,31,13,38,15,1
138021,807,68348,28524,7718,8934,708,1093,544,253,207,99,68,64,40,11,69,700,65,35,28,14,0,8,0
138344,2664,68752,29047,7175,9290,1261,991,459,260,226,111,72,52,42,10,67,1039,56,35,13,11,0,10,1
138630,5101,65822,29348,10945,9836,1131,1021,527,246,186,108,72,60,32,12,123,1093,43,21,32,12,29,11,0
137470,2627,75054,28033,10397,9803,1555,1519,442,250,210,90,69,61,37,9,90,936,53,47,20,14,1,16,1
136639,1552,74041,28246,12077,8895,546,1543,558,272,217,108,69,71,32,11,80,1057,65,45,24,23,27,7,1
135752,4028,66768,29878,10665,8568,338,1186,513,237,207,98,76,60,37,9,138,936,67,29,22,18,26,8,0
138641,2138,71530,29042,11232,9983,896,1598,525,262,186,106,69,66,37,12,119,887,51,45,20,15,7,10,1
135915,5447,73416,29053,7127,8592,450,1310,557,249,225,92,72,62,34,9,117,766,53,38,23,14,24,9,1
136487,4691,74324,28048,9464,9019,1622,1257,461,222,221,106,76,58,40,10,55,1016,68,37,15,17,18,11,0
136913,5895,72111,29962,6904,8150,936,1367,452,271,197,100,75,52,33,9,130,823,66,46,16,20,12,9,0
137083,5515,66721,28911,10406,10220,1116,1276,525,258,210,95,69,61,39,9,74,803,47,43,10,23,30,14,1
138589,4950,73287,28179,12186,8151,1303,705,525,254,195,107,69,72,41,10,74,730,61,39,20,10,3,10,0
136307,1045,65585,29393,6940,8361,1101,256,543,270,199,95,72,56,31,12,144,1022,58,36,21,14,5,7,0
136541,802,68045,29907,6967,10008,1013,841,463,266,210,90,71,55,34,13,57,1199,59,37,37,17,34,8,0
135310,3045,72408,28737,8690,9644,677,1529,492,258,220,102,70,53,40,12,137,826,57,45,28,9,12,12,1
135450,5917,69764,29968,9374,8340,1318,1494,535,232,189,92,71,62,42,11,121,1221,56,26,19,22,7,15,1
137630,5878,66745,29418,12062,9408,1248,1312,455,272,214,99,69,62,34,11,101,847,50,35,32,20,22,16,1
137254,2931,71137,28589,10304,9962,741,619,480,241,226,111,69,52,38,10,57,970,68,35,27,12,34,15,1
135658,4977,66766,28495,11814,9725,417,548,538,247,206,102,71,60,42,9,139,1291,44,34,13,9,41,11,0
136307,7799,75268,28430,7796,9422,1041,1528,443,260,226,94,70,59,41,10,119,806,58,47,30,11,12,10,0
135407,4200,72467,29230,7491,9328,429,1546,482,223,217,91,74,58,34,9,55,1262,67,26,28,15,21,12,0
136099,3219,74406,29058,10758,8390,1142,1107,462,257,215,112,76,72,40,11,61,723,57,32,39,14,39,10,1
138661,3985,73779,29785,8737,9489,1060,558,518,269,222,104,68,65,35,11,61,968,63,43,11,21,41,10,1
138585,4130,75580,29606,6737,9913,872,344,560,246,182,108,74,59,34,9,78,876,47,38,25,9,28,10,1
135221,2096,69726,29436,10928,9587,579,378,453,272,193,104,70,56,31,13,63,915,54,46,39,17,5,10,0
135609,5350,71232,28363,7426,9016,1038,131,492,225,223,91,71,62,38,13,110,1061,55,38,24,14,15,14,1
136094,2409,75296,28309,7714,10241,1164,1234,556,266,223,104,69,62,32,11,93,768,42,22,35,9,22,14,0
135714,6723,66478,28981,12025,8810,1496,716,493,240,189,106,72,71,40,12,84,1270,45,40,36,12,38,8,1
138398,2433,67851,29302,11275,9986,1586,1618,466,266,201,96,75,64,35,10,71,904,60,19,18,21,39,7,1
136008,3654,69670,29175,7559,9420,1557,76,501,261,221,98,69,68,40,10,138,1059,61,26,20,12,31,9,0
136073,7205,75080,28226,6733,10138,783,1163,438,228,224,110,75,67,32,12,107,1177,43,20,29,13,22,15,0
135213,1879,71622,29266,11996,10245,1616,1151,482,263,181,112,76,58,42,10,123,848,47,37,24,17,2,11,0
136170,5877,75448,28009,11587,8449,1581,1089,543,248,200,91,72,55,42,9,66,1283,46,18,17,23,8,14,0
138225,6863,75267,29852,10321,8835,1081,932,546,249,185,102,76,59,35,9,69,1216,48,34,11,9,5,11,0
138261,4880,70162,29415,7284,8500,1097,753,521,270,192,103,75,57,34,13,64,1138,72,38,41,22,3,16,1
138283,6926,74479,28047,11595,8850,589,1590,463,261,223,112,69,70,40,9,109,928,48,43,8,16,19,11,1
137334,1179,71155,29647,8175,9574,1489,146,522,222,201,90,72,55,36,12,143,805,51,18,39,11,36,7,0
138795,5075,66503,28203,12154,9598,1527,66,487,274,219,104,76,69,33,10,61,1125,48,45,40,17,4,15,0
138156,6721,72649,28988,11780,8920,853,471,551,222,203,101,76,71,42,9,65,1248,64,22,38,23,41,15,0
136760,3019,71686,28893,7247,9542,875,150,464,258,188,111,75,60,42,10,119,1301,46,45,12,17,13,16,1
136524,7116,66419,28156,10079,9987,306,3,537,258,202,103,69,54,36,9,132,759,44,42,12,16,2,11,0
136466,7972,73688,28854,7402,9518,660,1041,472,263,206,102,73,53,32,13,85,1175,69,45,16,12,18,9,1
137369,7909,69275,28025,10563,9242,1623,523,517,243,199,106,68,54,33,13,121,1008,68,47,8,22,26,14,0
138418,2199,74017,28420,7608,9866,410,255,466,230,195,104,74,70,32,9,139,1138,47,31,25,21,29,15,1
138838,4305,74902,29843,6534,9104,918,1532,444,265,217,100,73,64,35,10,91,990,49,18,21,18,34,13,0
135949,3354,66592,29701,6684,9065,1299,1058,499,273,221,102,75,58,35,11,87,1239,59,44,25,8,1,9,0
138627,4918,74686,28760,8965,9114,1583,922,508,248,201,103,74,71,41,10,67,701,58,37,25,15,1,15,0
135884,1231,75440,28773,7020,9313,564,554,471,239,193,90,69,55,38,13,89,951,64,29,31,12,14,12,0
137127,7560,68955,28263,6954,10118,1500,589,485,248,187,93,69,55,36,13,68,919,62,25,31,20,7,14,0
137556,3627,70086,29552,6799,10136,1016,1530,442,251,205,101,69,61,37,13,100,838,42,22,21,21,29,15,1
135894,3466,67517,28587,10627,9745,1578,322,554,222,213,106,73,56,41,10,57,830,60,47,25,8,37,7,1
137535,6762,71890,28957,9393,8913,1371,452,445,249,183,101,75,55,42,11,68,1226,46,24,29,19,22,8,0
135506,5436,66317,28469,7093,9914,512,860,509,272,219,97,68,51,39,13,101,1047,51,44,8,14,30,13,0
138865,1152,70476,28253,7119,8737,890,358,480,234,212,112,69,64,42,11,56,1253,51,39,28,12,32,9,0
137189,1055,68890,29741,9076,9123,501,51,530,248,221,98,72,67,34,9,61,746,65,26,34,14,3,7,1
138161,3721,73539,29569,9018,9609,732,528,489,221,216,108,76,72,36,10,65,1075,69,47,20,22,38,15,1
135861,6671,74319,29170,7965,10138,583,722,511,264,220,93,75,52,37,13,139,826,43,47,18,18,9,7,1
135748,1244,71476,29349,8458,9493,1215,32,438,270,203,94,68,53,41,9,120,787,52,23,9,21,0,9,0
138623,7645,71947,29361,11456,9243,1623,1351,475,276,182,97,75,56,33,12,140,696,45,21,11,14,25,11,1
135511,3794,70022,28739,8286,8955,543,435,529,236,212,110,74,68,42,11,99,1067,69,45,35,11,38,8,1
138120,3792,71315,28117,9616,9266,644,996,444,257,226,110,76,72,38,13,102,767,64,20,37,8,32,12,1
136282,1064,70422,29188,9199,9765,1021,1442,518,241,186,99,71,62,34,11,127,1171,48,30,24,23,27,10,0
138171,305,72983,28549,9417,10024,1530,848,493,271,187,103,73,56,34,9,54,734,56,47,40,12,29,8,1
136937,5968,67389,28910,11503,10072,735,812,549,234,201,94,71,52,32,13,104,757,64,26,30,15,8,15,0
135954,7268,67356,28869,10905,10064,1608,76,483,263,213,105,71,68,39,10,129,1109,44,23,36,20,34,16,0
135234,3612,74310,28807,12039,9216,784,579,558,237,196,89,76,63,39,9,76,1149,52,36,28,9,41,11,1
135644,2040,68980,29672,7578,8546,607,1073,461,274,183,97,68,66,40,12,63,1204,48,36,21,11,33,16,0
137340,3464,75303,28820,7210,8833,1098,441,472,235,206,106,74,63,40,13,99,823,72,39,10,10,5,9,1
137182,612,70185,29781,10835,9923,1623,669,510,268,205,109,75,67,35,13,128,1244,43,42,21,12,18,8,0
136430,1830,68414,29221,8583,8621,1015,1221,479,251,195,94,73,54,38,9,130,824,51,42,40,15,29,11,0
135552,1392,72683,29397,6985,9806,771,462,504,266,202,102,68,56,41,11,116,929,57,35,41,18,18,9,1
136102,3222,66929,29601,9726,9498,740,376,481,269,223,90,73,64,38,12,112,1200,46,20,10,23,10,7,1
136555,4050,66843,29615,9743,9224,1530,545,441,256,217,98,71,69,41,12,140,1310,53,38,23,10,17,9,0
138109,6407,72812,28563,10922,8721,845,435,533,234,200,89,75,63,31,13,94,1306,59,34,11,17,16,16,0
136948,2043,71069,29152,9013,8858,1099,1020,545,256,209,106,74,61,33,10,87,1091,69,41,16,10,9,7,1
135358,846,67204,28413,10137,9958,795,723,555,247,217,90,75,65,42,13,123,746,49,30,15,15,15,14,0
137177,4790,66736,29403,10298,10170,697,1295,556,223,199,109,68,66,42,10,134,1188,45,19,10,15,6,8,0
136156,3640,70331,28879,9473,9477,1404,891,514,256,220,89,76,51,32,10,143,763,58,39,40,10,31,8,0
137271,6291,68617,28992,9443,8964,687,938,461,274,211,103,70,67,35,13,114,824,70,47,11,22,39,13,1
135603,7957,69416,28000,10274,10100,1433,1599,508,226,194,99,69,66,33,9,142,1244,50,34,31,17,8,7,1
138052,6459,74490,28166,7599,9897,1123,154,456,247,223,90,76,55,37,10,67,1101,55,27,9,11,18,8,0
135715,7346,74923,28015,9692,10114,314,1344,560,242,195,103,68,66,32,9,87,1081,49,34,8,11,24,8,0
137979,6926,69852,28656,10452,10047,433,268,528,242,181,109,73,64,42,9,135,1035,70,33,27,11,33,12,0
136587,3664,70863,28111,6630,9243,1367,1575,487,256,192,102,72,54,33,9,108,1167,50,22,32,16,40,7,1
138653,7988,71423,29391,8320,8809,1169,159,528,252,191,93,71,61,41,12,111,850,47,28,37,8,0,11,1
137779,5707,68361,29125,6441,8235,847,322,455,247,189,111,68,53,37,13,122,805,50,40,17,21,2,11,1
136155,3448,73389,28593,11601,9035,508,1037,531,227,224,92,69,69,33,11,90,899,61,46,18,14,31,7,1
137399,2457,73756,29429,8406,8100,1255,1399,465,259,213,110,71,52,33,9,144,798,61,28,20,17,15,11,0
138833,6389,69031,30005,7755,8176,1280,119,466,270,207,110,73,71,35,12,56,1163,50,27,20,23,21,14,0
136912,5548,71627,28506,9801,9060,1556,1337,510,232,214,97,73,63,31,10,104,862,52,36,23,10,4,8,1
138194,7809,75766,29634,10500,9645,1084,347,540,236,181,101,72,63,33,13,88,1171,63,20,21,16,6,7,0
135807,1425,68617,28670,11445,10138,843,45,540,258,190,91,75,59,32,11,93,952,50,29,8,19,33,13,1
137667,7035,67346,29063,9986,8673,1194,1369,522,225,193,99,70,57,32,9,131,1035,54,31,11,22,40,9,0
136473,561,68444,29690,11396,9648,294,468,482,262,209,102,76,62,42,12,121,797,68,19,8,15,14,9,0
138388,3610,68521,29571,6795,8285,1174,1405,539,269,185,97,71,71,33,13,61,1145,68,36,38,18,34,10,0
138113,2202,70364,29404,7086,9800,1133,621,444,255,191,101,68,66,32,11,140,1034,71,44,8,15,31,9,0
136735,1051,74745,28758,6590,8621,619,1394,482,229,207,90,73,68,33,13,105,1261,47,40,37,12,24,11,0
137825,5208,66022,29539,6604,10049,642,1482,526,249,219,106,69,66,35,11,62,1199,42,19,41,19,39,13,0
137582,6584,73075,28496,9900,8133,459,218,463,247,216,95,71,55,40,11,90,820,70,18,16,11,20,12,0
136641,3152,72864,29909,10490,9720,868,1003,553,252,207,112,70,71,42,13,126,774,62,33,20,21,40,15,0
138179,1640,73575,28964,12029,9693,494,1144,507,230,223,91,70,62,40,13,82,842,63,20,19,10,14,16,0
136997,5536,70135,28280,6974,9996,1457,960,486,245,219,95,69,51,37,11,99,1082,67,46,16,19,29,13,1
135494,2212,69119,28350,10284,9900,1348,1312,556,262,226,95,75,60,34,10,101,701,47,22,37,17,13,7,1
135954,3535,68664,28333,8191,9420,631,511,521,273,205,111,69,59,37,9,100,1057,42,24,31,23,29,7,0
136594,1140,75249,29949,7386,10043,300,1581,455,258,219,90,68,71,35,9,133,1153,51,37,23,22,22,10,1
135385,5497,71389,29966,6881,8636,1268,1361,521,245,204,96,72,68,39,12,118,1170,46,25,11,18,3,9,1
136469,4005,69618,28760,6511,10183,844,380,477,224,222,99,68,54,34,13,98,932,42,18,37,18,26,15,0
135836,1840,72236,29547,7666,9387,948,1529,455,263,211,104,73,51,33,11,113,818,53,19,27,21,23,8,1
136491,7165,68080,29306,11341,9505,1223,565,484,272,187,96,72,70,32,11,141,915,56,47,33,23,29,15,0
138508,3402,72698,29964,6876,8542,648,1411,438,261,205,102,68,63,40,11,84,1006,64,35,40,8,13,14,1
135729,7875,67752,28727,8595,9286,938,565,470,264,202,93,74,55,34,9,83,814,53,24,22,12,7,15,1
138823,2755,70588,29342,8049,8137,973,1027,476,243,191,111,70,68,32,12,56,1128,59,34,22,15,3,9,0
137268,7756,73820,28822,8223,10239,1381,751,549,274,205,95,69,56,34,12,58,1071,56,29,24,18,29,7,1
138158,3018,65725,29437,9744,10248,1302,1615,460,230,199,98,76,70,33,11,101,905,58,27,30,21,31,14,1
138114,7008,74261,29617,11274,8606,1422,200,553,226,184,108,70,55,39,11,86,797,57,25,41,19,40,8,1
135993,6005,69275,28013,7603,8454,638,1225,451,233,205,109,75,62,35,11,125,947,68,26,32,19,11,11,0
138791,2166,74099,29079,12082,10027,782,255,529,251,214,94,71,62,33,11,56,714,65,39,12,20,13,8,0
137347,1645,75344,29426,7075,9658,311,198,522,225,208,94,73,63,37,12,140,1231,57,36,18,16,4,7,0
137999,4503,71969,28341,6808,10073,637,72,481,224,196,98,75,55,41,13,131,999,72,41,21,18,26,9,1
135677,2585,67424,29817,9085,8587,341,950,474,223,182,97,71,70,32,12,85,1149,69,36,10,16,35,16,1
136822,2819,66600,28198,10014,9105,1400,687,508,250,206,91,70,67,40,11,136,1130,50,42,31,16,10,9,1
138569,5561,70315,29883,10163,8378,1681,218,513,243,188,93,76,71,36,10,131,860,61,30,40,21,8,15,1
136139,7159,73957,28677,7570,8749,731,1456,552,257,223,105,74,54,31,13,72,1258,42,22,34,19,16,16,1
135725,2124,67264,29988,10165,8454,1518,406,474,238,206,89,76,72,38,10,131,783,66,27,32,23,6,7,0
137581,6213,70867,29315,11462,8903,1387,794,540,255,218,98,70,57,42,9,105,799,67,37,27,17,26,7,1
135201,6883,75437,28657,8443,10240,685,792,465,225,201,93,68,54,36,11,104,913,70,24,18,22,39,15,1
135574,2129,70579,29464,7091,8657,1285,1116,560,261,197,89,70,64,38,10,67,1152,70,35,20,16,7,12,0
137540,4310,76031,28077,11866,9150,1410,1103,444,248,210,111,74,65,34,11,122,850,42,23,24,13,26,15,0
138084,7844,67660,28111,11401,8261,636,207,546,258,223,98,68,69,33,11,84,1009,58,34,13,15,25,16,0
138252,7583,67339,28534,6441,10248,410,91,558,267,218,112,72,67,41,9,109,1194,53,24,17,18,36,11,0
135752,3438,66484,29398,11639,8798,1325,531,489,238,224,102,72,68,40,13,132,723,58,41,32,22,2,8,1
137565,1361,69234,29139,6817,10073,875,1076,454,228,192,104,70,51,34,11,53,1097,58,25,12,8,21,11,1
136725,5510,71094,29165,9453,8591,505,82,499,232,211,106,75,59,37,13,68,1196,46,30,14,21,17,9,0
137051,1997,73472,28991,10263,10092,1409,1097,474,250,224,107,68,66,36,12,108,793,53,37,26,11,8,8,0
135580,7072,66077,29220,8349,9132,1232,409,451,242,217,102,76,70,39,9,88,1123,52,45,11,21,28,15,1
136846,4926,68679,28789,10921,10020,673,443,544,226,218,98,74,56,37,12,125,891,69,27,17,21,32,14,1
135213,6172,67718,29563,9022,8923,1150,129,553,250,187,96,68,67,33,9,105,744,62,32,25,8,6,10,0
135703,3679,69377,29322,9138,8778,1404,770,488,228,187,104,69,64,40,10,133,1174,43,37,32,22,32,15,0
137478,4889,67739,29099,11165,9978,1451,183,492,275,215,99,69,68,35,10,90,936,66,28,37,23,4,10,1
137208,6565,73104,28529,6529,8885,1533,577,494,267,207,105,68,54,38,11,96,878,61,20,35,12,36,14,0
138355,5920,70569,28099,10982,9933,366,664,441,268,206,101,68,56,35,13,108,688,69,44,32,14,9,13,0
135329,7856,70887,29502,10506,9091,802,364,523,249,220,93,69,71,35,13,62,1216,61,18,37,16,7,15,0
136037,943,67289,28972,9201,8210,372,195,486,251,223,103,73,69,33,13,124,918,45,26,10,23,0,10,0
138416,2333,73168,29491,10599,9883,1083,1038,518,225,199,104,72,62,42,13,79,882,72,46,16,11,39,8,0
138138,5429,74558,29659,8807,9188,432,209,472,231,202,98,72,65,42,9,134,1251,58,40,19,17,16,7,1
137240,6931,66244,29900,8293,9838,633,134,547,237,181,105,69,72,34,11,73,1242,57,25,15,8,13,7,0
135227,5087,73520,29315,10449,9284,1158,1407,490,233,214,103,74,55,39,13,60,731,42,33,13,17,29,16,1
137313,1992,67197,29014,10700,9768,887,1498,469,240,212,96,70,66,39,11,114,1282,58,36,14,12,20,13,0
138434,2454,71051,28124,10188,9828,1262,593,539,251,209,97,76,60,42,11,69,760,62,37,14,23,36,8,1
136452,8015,70450,29014,11022,8671,1196,1606,558,246,202,97,75,63,33,13,111,1010,58,21,16,23,20,14,1
135460,930,66997,28518,11818,8304,1194,503,532,248,200,99,76,60,35,11,94,894,60,20,8,21,8,11,0
137246,1875,75980,28022,10953,8683,688,476,526,245,208,97,76,55,38,9,68,1152,46,24,27,17,19,8,1
136672,7849,71185,28161,6464,8407,1390,1320,447,268,225,110,73,67,35,11,78,1151,55,31,23,16,11,10,0
136647,943,66965,28628,8596,8549,490,1405,560,238,208,99,72,69,37,13,66,1073,55,43,33,23,29,12,1
135659,1235,75062,28505,11920,8161,662,443,550,265,188,95,69,70,42,11,85,1062,48,45,19,8,1,9,1
135500,3109,75225,28881,10069,9583,1150,683,499,252,201,111,74,67,40,11,74,925,57,41,27,16,3,14,1
138166,2395,74251,29887,10402,8574,1456,122,439,249,198,92,72,51,33,13,56,1088,58,33,37,10,31,12,1
138574,2726,75649,29044,9810,9695,1308,1312,500,223,222,107,75,70,32,9,141,926,45,20,30,19,2,13,1
137534,7100,74843,29787,11906,10233,1379,1233,528,255,195,97,72,70,32,13,83,922,51,19,37,16,30,16,1
138666,2792,74760,29861,9606,10059,690,493,513,258,190,91,68,57,41,10,113,822,60,18,22,9,28,7,1
138281,2766,67085,29487,6605,9130,283,1599,557,235,207,107,70,56,41,10,136,1174,65,37,32,9,13,11,0
135829,5185,71248,28482,8583,10132,1675,389,554,271,198,101,68,51,39,11,120,1070,71,42,35,12,23,9,0
135469,4655,67907,29525,11117,9642,1386,62,453,223,200,104,72,61,31,12,61,729,72,27,24,9,31,10,1
137839,3446,73890,29966,11712,9775,1220,1432,453,241,218,92,73,67,31,10,91,853,55,22,21,13,12,11,1
137193,4296,67930,28308,11439,8625,710,519,440,223,213,98,74,72,32,10,84,984,70,23,25,9,17,7,1
136828,5612,75938,29619,11816,8133,1665,244,526,273,226,91,72,64,36,10,79,867,65,38,16,9,21,8,1
137001,3430,72960,28873,8016,9955,691,164,455,255,210,106,72,62,36,12,57,1151,71,20,33,10,10,10,0
138091,3260,75161,29576,11828,9157,314,1116,540,270,183,109,73,68,41,12,80,897,68,43,38,16,30,12,0
136061,7086,65538,28202,11852,8505,1545,954,479,228,181,99,76,69,36,9,96,965,49,47,35,12,23,16,1
138632,6784,68836,29439,10088,9141,1187,283,541,268,190,105,69,68,36,12,136,1183,70,39,23,19,4,14,1
136480,3490,69161,28639,9432,8392,359,710,469,223,181,105,73,72,36,9,106,952,57,41,30,18,7,12,0
137380,6827,74638,28141,7382,10026,354,1147,487,274,213,110,74,67,38,13,98,1133,46,36,10,20,12,8,0
138547,2415,75049,29879,11386,10195,1090,1590,486,231,209,100,71,52,36,9,101,1122,61,43,31,19,13,14,1
136999,1991,75649,29003,11795,9991,563,931,440,268,215,92,72,66,39,9,138,1004,56,22,12,11,9,10,1
136906,2287,73791,28614,9301,10231,1006,1213,509,222,217,96,74,71,35,10,88,875,56,25,9,20,22,13,1
138219,592,73199,28106,10759,8706,1541,654,553,253,211,89,75,67,34,11,90,1211,68,41,38,21,12,11,1
137760,2749,72445,28528,9144,9604,616,1340,442,228,226,109,70,60,31,10,142,1060,61,41,37,20,2,16,0
137560,1418,71161,29560,10086,8279,865,821,494,232,226,99,70,57,41,10,121,1265,50,43,34,16,9,13,1
135775,2153,65548,28575,9408,9433,846,196,521,239,187,94,76,55,32,13,136,1039,69,32,16,11,38,10,0
138133,4740,76060,28968,11988,10147,362,284,481,238,200,93,68,71,41,9,120,841,48,24,36,22,25,13,1
137203,2448,69623,29877,8239,10186,597,1616,462,270,223,103,75,58,34,9,72,1271,59,47,22,23,33,13,0
136507,7349,72401,29910,9236,8915,1154,1132,507,241,202,110,72,62,39,10,77,1047,53,37,37,8,27,15,0
138392,5201,68160,29772,11698,8475,958,1232,529,242,222,107,70,53,34,12,83,1148,48,24,30,16,41,14,1
138378,2580,66023,28687,10581,10052,1600,114,460,263,192,103,74,71,38,11,93,1097,64,22,28,19,20,14,1
137156,3884,65869,28290,10189,10188,979,963,525,250,190,95,71,51,32,10,127,888,65,19,26,13,10,13,0
137934,4754,73711,28804,9758,9793,1645,752,447,238,218,105,73,54,31,11,128,876,57,43,21,13,19,10,1
137220,7987,74886,29334,9400,9841,1113,893,447,226,211,109,72,61,39,10,126,1105,65,22,9,22,23,13,1
138475,7319,68134,29936,11338,10194,1234,505,470,221,220,89,74,55,40,10,101,1123,63,26,18,22,21,7,1
137412,2774,73228,28667,9564,8284,1266,790,510,229,219,102,74,58,42,13,111,758,68,26,39,15,8,10,0
137552,712,71971,28384,8389,8171,298,330,455,272,225,107,70,52,36,10,108,1310,64,25,16,23,35,11,1
138768,1617,67422,29076,11612,9874,1093,995,504,236,201,110,72,56,41,12,72,1157,60,23,37,19,27,15,1
136855,7683,69300,29608,7235,8673,283,1227,534,249,203,104,69,54,40,12,88,819,53,32,41,20,21,16,1
136779,6345,68389,29206,9530,8668,746,666,511,249,211,90,69,69,35,9,77,1269,60,36,41,22,30,13,0
137047,5667,72465,29392,8005,9063,469,1338,464,225,224,109,72,61,33,10,144,1122,67,41,41,10,36,7,1
137403,5656,72510,28700,10160,9366,1584,264,472,239,224,95,72,59,39,9,83,876,58,44,9,22,19,13,1
